"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Person1","Answer.Person2","Answer.Person3","Answer.Person4","Answer.Person5","Approve","Reject"
"3ZRKL6Z1E8YOS4HEZV6837XKUXASGV","3SC1WC0NS41XTMQT6K3237PEE8NOBJ","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.50","Fri Jul 20 10:54:00 PDT 2018","15","BatchId:3310370;OriginalHitTemplateId:920937332;","1800","360","Fri Jul 20 15:54:00 PDT 2018","","","374TNBHA8CQFOZLVRZ8B4RL8FRIYQY","A2XJH3WC02RMXQ","Approved","Fri Jul 20 10:54:14 PDT 2018","Fri Jul 20 10:54:57 PDT 2018","Fri Jul 20 11:00:57 PDT 2018","2018-07-20 18:00:58 UTC","","","43","100% (1/1)","100% (1/1)","100% (1/1)","1","3","2","2","0"
"3ZRKL6Z1E8YOS4HEZV6837XKUXASGV","3SC1WC0NS41XTMQT6K3237PEE8NOBJ","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.50","Fri Jul 20 10:54:00 PDT 2018","15","BatchId:3310370;OriginalHitTemplateId:920937332;","1800","360","Fri Jul 20 15:54:00 PDT 2018","","","3M68NM076I2DHGQPYV2JQQBKC4S6RA","A39TJC4V5I4PM2","Approved","Fri Jul 20 10:54:18 PDT 2018","Fri Jul 20 10:55:02 PDT 2018","Fri Jul 20 11:01:02 PDT 2018","2018-07-20 18:01:58 UTC","","","44","100% (2/2)","100% (2/2)","100% (2/2)","3","3","2","3","0"
"3ZRKL6Z1E8YOS4HEZV6837XKUXASGV","3SC1WC0NS41XTMQT6K3237PEE8NOBJ","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.50","Fri Jul 20 10:54:00 PDT 2018","15","BatchId:3310370;OriginalHitTemplateId:920937332;","1800","360","Fri Jul 20 15:54:00 PDT 2018","","","3YDTZAI2WYBB9ONUHDUPN19TCFS41R","A1M9NT8B1KNVZK","Approved","Fri Jul 20 10:54:14 PDT 2018","Fri Jul 20 10:55:21 PDT 2018","Fri Jul 20 11:01:21 PDT 2018","2018-07-20 18:01:58 UTC","","","67","100% (1/1)","100% (1/1)","100% (1/1)","3","3","3","3","0"
"3ZRKL6Z1E8YOS4HEZV6837XKUXASGV","3SC1WC0NS41XTMQT6K3237PEE8NOBJ","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.50","Fri Jul 20 10:54:00 PDT 2018","15","BatchId:3310370;OriginalHitTemplateId:920937332;","1800","360","Fri Jul 20 15:54:00 PDT 2018","","","351SEKWQS1CL59SC3AEGAXR2N3GDML","A35FW9RNS1IO9U","Approved","Fri Jul 20 10:54:18 PDT 2018","Fri Jul 20 10:55:27 PDT 2018","Fri Jul 20 11:01:27 PDT 2018","2018-07-20 18:01:58 UTC","","","69","100% (1/1)","100% (1/1)","100% (1/1)","2","2","1","2","0"
"3ZRKL6Z1E8YOS4HEZV6837XKUXASGV","3SC1WC0NS41XTMQT6K3237PEE8NOBJ","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.50","Fri Jul 20 10:54:00 PDT 2018","15","BatchId:3310370;OriginalHitTemplateId:920937332;","1800","360","Fri Jul 20 15:54:00 PDT 2018","","","32VNZTT0A8ZZ2TMBF794TSR6GCLR47","A1ZZINLCZZYOH4","Approved","Fri Jul 20 10:54:36 PDT 2018","Fri Jul 20 10:56:30 PDT 2018","Fri Jul 20 11:02:30 PDT 2018","2018-07-20 18:02:58 UTC","","","114","100% (1/1)","100% (1/1)","100% (1/1)","2","3","3","0","0"
"3ZRKL6Z1E8YOS4HEZV6837XKUXASGV","3SC1WC0NS41XTMQT6K3237PEE8NOBJ","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.50","Fri Jul 20 10:54:00 PDT 2018","15","BatchId:3310370;OriginalHitTemplateId:920937332;","1800","360","Fri Jul 20 15:54:00 PDT 2018","","","37UEWGM5HU3IAUPSSPQ2VUK34TC1R7","AUI3R928P63B0","Approved","Fri Jul 20 10:54:15 PDT 2018","Fri Jul 20 10:56:23 PDT 2018","Fri Jul 20 11:02:23 PDT 2018","2018-07-20 18:02:58 UTC","","","128","100% (1/1)","100% (1/1)","100% (1/1)","2","3","3","1","0"
"3ZRKL6Z1E8YOS4HEZV6837XKUXASGV","3SC1WC0NS41XTMQT6K3237PEE8NOBJ","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.50","Fri Jul 20 10:54:00 PDT 2018","15","BatchId:3310370;OriginalHitTemplateId:920937332;","1800","360","Fri Jul 20 15:54:00 PDT 2018","","","3D3VGR7TA1AEKX37FT4LJNZ02CPR3M","A1NGABF082HR2P","Approved","Fri Jul 20 10:54:14 PDT 2018","Fri Jul 20 10:56:46 PDT 2018","Fri Jul 20 11:02:46 PDT 2018","2018-07-20 18:02:58 UTC","","","152","100% (1/1)","100% (1/1)","100% (1/1)","0","3","3","3","3"
"3ZRKL6Z1E8YOS4HEZV6837XKUXASGV","3SC1WC0NS41XTMQT6K3237PEE8NOBJ","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.50","Fri Jul 20 10:54:00 PDT 2018","15","BatchId:3310370;OriginalHitTemplateId:920937332;","1800","360","Fri Jul 20 15:54:00 PDT 2018","","","3HMIGG0U4M19IVLZ55RBI008LMX8Y0","A25BJ6J6Q487GM","Approved","Fri Jul 20 10:54:15 PDT 2018","Fri Jul 20 10:57:07 PDT 2018","Fri Jul 20 11:03:07 PDT 2018","2018-07-20 18:03:58 UTC","","","172","100% (1/1)","100% (1/1)","100% (1/1)","2","3","0","2","0"
"3ZRKL6Z1E8YOS4HEZV6837XKUXASGV","3SC1WC0NS41XTMQT6K3237PEE8NOBJ","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.50","Fri Jul 20 10:54:00 PDT 2018","15","BatchId:3310370;OriginalHitTemplateId:920937332;","1800","360","Fri Jul 20 15:54:00 PDT 2018","","","31QTRG6Q2U8UONKGRMTM4MVYAVWYP7","A3D9NTTKE35SRL","Approved","Fri Jul 20 10:54:18 PDT 2018","Fri Jul 20 10:57:58 PDT 2018","Fri Jul 20 11:03:58 PDT 2018","2018-07-20 18:04:58 UTC","","","220","100% (1/1)","100% (1/1)","100% (1/1)","2","3","2","1","0"
"3ZRKL6Z1E8YOS4HEZV6837XKUXASGV","3SC1WC0NS41XTMQT6K3237PEE8NOBJ","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.50","Fri Jul 20 10:54:00 PDT 2018","15","BatchId:3310370;OriginalHitTemplateId:920937332;","1800","360","Fri Jul 20 15:54:00 PDT 2018","","","3B837J3LDPRI4EOM585MRV7CUTWRSO","ABL3H3O3BI8ZD","Approved","Fri Jul 20 11:25:19 PDT 2018","Fri Jul 20 11:29:41 PDT 2018","Fri Jul 20 11:35:41 PDT 2018","2018-07-20 18:36:12 UTC","","","262","100% (1/1)","100% (1/1)","100% (1/1)","2","3","3","2","2"
"3ZRKL6Z1E8YOS4HEZV6837XKUXASGV","3SC1WC0NS41XTMQT6K3237PEE8NOBJ","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.50","Fri Jul 20 10:54:00 PDT 2018","15","BatchId:3310370;OriginalHitTemplateId:920937332;","1800","360","Fri Jul 20 15:54:00 PDT 2018","","","369J354OFE5MSQHBIK87RMXDAVHG6O","A1D3QRG52OISSR","Approved","Fri Jul 20 10:54:16 PDT 2018","Fri Jul 20 11:01:31 PDT 2018","Fri Jul 20 11:07:31 PDT 2018","2018-07-20 18:07:58 UTC","","","435","100% (1/1)","100% (1/1)","100% (1/1)","0","3","3","2","0"
"3ZRKL6Z1E8YOS4HEZV6837XKUXASGV","3SC1WC0NS41XTMQT6K3237PEE8NOBJ","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.50","Fri Jul 20 10:54:00 PDT 2018","15","BatchId:3310370;OriginalHitTemplateId:920937332;","1800","360","Fri Jul 20 15:54:00 PDT 2018","","","3F6KKYWMNCWRNRDCFBTGNCG2STQDNL","A2JMTDHBGV5DKF","Approved","Fri Jul 20 10:54:17 PDT 2018","Fri Jul 20 11:05:31 PDT 2018","Fri Jul 20 11:11:31 PDT 2018","2018-07-20 18:11:58 UTC","","","674","100% (1/1)","100% (1/1)","100% (1/1)","2","3","3","2","0"
"3ZRKL6Z1E8YOS4HEZV6837XKUXASGV","3SC1WC0NS41XTMQT6K3237PEE8NOBJ","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.50","Fri Jul 20 10:54:00 PDT 2018","15","BatchId:3310370;OriginalHitTemplateId:920937332;","1800","360","Fri Jul 20 15:54:00 PDT 2018","","","32SCWG5HIIZS53AAL3YULVB5BM46PI","AFN5VMMGYPF1I","Approved","Fri Jul 20 10:54:11 PDT 2018","Fri Jul 20 11:09:12 PDT 2018","Fri Jul 20 11:15:12 PDT 2018","2018-07-20 18:15:58 UTC","","","901","100% (1/1)","100% (1/1)","100% (1/1)","2","1","2","1","0"
"3ZRKL6Z1E8YOS4HEZV6837XKUXASGV","3SC1WC0NS41XTMQT6K3237PEE8NOBJ","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.50","Fri Jul 20 10:54:00 PDT 2018","15","BatchId:3310370;OriginalHitTemplateId:920937332;","1800","360","Fri Jul 20 15:54:00 PDT 2018","","","3L4PIM1GQUBF000V4EXB9HVDBDKYRZ","A3JLE2LJ5I17E2","Approved","Fri Jul 20 10:54:16 PDT 2018","Fri Jul 20 11:10:25 PDT 2018","Fri Jul 20 11:16:25 PDT 2018","2018-07-20 18:16:58 UTC","","","969","100% (1/1)","100% (1/1)","100% (1/1)","3","3","1","1","1"
"3ZRKL6Z1E8YOS4HEZV6837XKUXASGV","3SC1WC0NS41XTMQT6K3237PEE8NOBJ","Identify 5 pairs of faces.","Do a quick survey to identify whether various faces match. Only 5 pairs, same question for each.","categorize, survey, quick,","$0.50","Fri Jul 20 10:54:00 PDT 2018","15","BatchId:3310370;OriginalHitTemplateId:920937332;","1800","360","Fri Jul 20 15:54:00 PDT 2018","","","3MRNMEIQW611ZRAR3YD1AKCDNYQDLJ","A3RYI5HXC2MJLN","Approved","Fri Jul 20 10:54:14 PDT 2018","Fri Jul 20 11:13:13 PDT 2018","Fri Jul 20 11:19:13 PDT 2018","2018-07-20 18:19:59 UTC","","","1139","100% (1/1)","100% (1/1)","100% (1/1)","2","3","3","1","0"
